Key,English,Spanish
UI_GUILD_SCROLLGADD_CONFIRM,The scroll will permanently increase the amount of members you can have in a guild by 5. If you join another guild it will have no effect on the new guild. Do you confirm the use?,"El pergamino aumentará permanentemente la cantidad de miembros que puedes tener en una guild en 5. Si te unes a otra guild, no tendrá efecto en la nueva guild. ¿Confirmas el uso?"
UI_GUILD_TOOLTIP_EXP,Exp:,Exp:
UI_GUILD_TOOLTIP_GOLD,Penya:,PENYA :
UI_GUILD_TOOLTIP_LEVEL,#bNext level %d#nb,#bSiguiente nivel %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,Cambiar de Canal
UI_CHANGECHANNEL_MSG,Select channel:,Selecciona el canal:
UI_REPORT_TITLE,Report,Reportar
UI_REPORT_PLAYER_LABEL,Player,Jugador
UI_REPORT_REASON_LABEL,Reason,Razón
UI_REPORT_MESSAGE_LABEL,Message,Mensajes
UI_REPORT_SEND,Send,Enviar
UI_REPORT_REASON0,Botting,Usar Bot
UI_REPORT_REASON1,Real money transfer,Transferir dinero real
UI_REPORT_REASON2,Cheating / hacking,Trampas / hacker
UI_REPORT_REASON3,Bad behavior,Mal comportamiento
UI_REPORT_REASON4,Insults,Insultos
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,¿Estás seguro de que quieres reportar a %s?\n\nEl abuso de esta función puede resultar en el baneo de tu cuenta.
UI_APP_ACHIEVEMENTS_TIP,Displays the Achievements Menu.,Muestra el Menú de Logros
UI_ACHIEVEMENTS_TITLE,Achievements,Logros
UI_ACHIEVEMENTS_GENERAL_TAB,General,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,Monstruos
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,Consumibles
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,Títulos e Insignias
UI_ACHIEVEMENTS_EVENTS_TAB,Events,Eventos
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,Tiempo de juego
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,Conexiones consecutivas
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,Conexión total
UI_ACHIEVEMENTS_DESCRIPTION,Description,Description
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,Este logro está sujeto a tu cuenta.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,Monstruo(s) a derrotar: %s.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,Objeto(s) a usar: %s.
UI_ACHIEVEMENTS_REWARD,Reward List,Lista de Recompensas
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,Título: #b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,Level %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,Reclamado
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,Penya:
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,Objeto(s): %s
UI_ACHIEVEMENTS_REWARD_ATK,Attack rate on target(s): %d%%,Tasa de Ataque contra el objetivo: %d%%
UI_ACHIEVEMENTS_PROGRESSION,Progression,Progresión
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d,Nivel %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%,Ataque +%s%%
UI_ACHIEVEMENTS_NOTITLE,No Title,Sin Título
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Do not show any title.,No mostrar ningún título.
UI_ACHIEVEMENTS_PVPTITLE,PVP Title,Título PVP
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")","(Actualmente ""%s"")"
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Show your current PVP title.,Mostrar tu actual título PVP.
UI_ACHIEVEMENTS_TITLES_SELECT,Select,Seleccionar
UI_ACHIEVEMENTS_TITLES_FROM,From,De
UI_ACHIEVEMENTS_CLAIMBTN,Claim,Reclamar
UI_ACHIEVEMENTS_CLAIMTIP,Receive your rewards!,¡Recibe tus recompensas!
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Spin the wheel! Will you be lucky today?,¡Gira la ruleta! ¿Será hoy tu día de suerte?
UI_ACHIEVEMENTS_AVAILABLE,Available,Disponible
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!,¡Este logro ha sido completado!
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d,Nivel de Party Requerido: %d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d,Puntos Requeridos: %d
UI_PARTY_PERMANENT_CONFIRM,Members of your party will no longer be ejected automatically when they are offline. If you create or join another party it will have no effect on the new party. Do you confirm the use?,"Los miembros de tu party ya no serán expulsados ​​automáticamente cuando estén desconectados. Si creas o te unes a otra party, no tendrá ningún efecto en la nueva party. ¿Confirmas el uso?"
UI_PARTY_PERMANENT,Permanent Party,Party Permanente
UI_SEARCHPARTY_TITLE,Search Party,Buscar Party
UI_SEARCHGUILD_TITLE,Search Guild,Buscar Guild
UI_GROUPSEARCH,Search,Buscar
UI_TOOLTIP_TRANSMUTE,Transmutation:,Transmutación:
UI_TOOLTIP_RARITY,Rarity:,Rareza:
UI_TOOLTIP_RARITY_NORMAL,Common,Común
UI_TOOLTIP_RARITY_RARE,Uncommon,Poco Común
UI_TOOLTIP_RARITY_STRONG,Rare,Raro
UI_TOOLTIP_RARITY_UNIQUE,Unique,Único
UI_TOOLTIP_RARITY_VERYRARE,Very Rare,Muy Raro
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate,Definitivo
UI_WORLD_CASTING,Casting,Lanzamiento
UI_WORLD_HARVESTING,Harvesting,Cosecha
UI_WORLD_OPENING,Opening,Opening
UI_WORLD_CHARGING,Charging,Charging
UI_NAVIGATOR_LOCALTIME,Local Time,Hora Local
UI_NAVIGATOR_SERVERTIME,Server Time,Hora del Servidor
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time,Hora de Madrigal
UI_UPGRADESAFE_STOP,Stop,Parar
UI_UPGRADESAFE_RESET,Reset,Botón
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice,Dado de Poder
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sun Stone,Piedra Solar
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card,Carta
UI_UPGRADESAFE_COST,#b%s#nb per attempt,#b%s#nb por intento
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal,Objetivo de Piercing
UI_UPGRADESAFE_TARGET,Upgrade Goal,Objetivo de Mejora
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~,~Piercings~
UI_UPGRADESAFE_CURRENT,~Current Value~,~Valor Actual~
UI_SEARCHGROUP_MODE_NO,Not findable,No se puede encontrar
UI_SEARCHGROUP_MODE_CONFIRM,Leader approval,Aprobación del Líder
UI_SEARCHGROUP_MODE_FREE,Join freely,Unirse libremente
UI_GROUPSEARCH_REFRESH,Refresh,Actualizar
UI_GROUPSEARCH_FILTER,Filter:,Filtro:
UI_GROUPSEARCH_SORT,Sort:,Ordenar:
UI_GROUPSEARCH_PARTYNAME,Party Name,Nombre de Party
UI_GROUPSEARCH_GUILDNAME,Guild Name,Nombre de Guild
UI_GROUPSEARCH_LEADER,Leader,Líder
UI_GROUPSEARCH_MASTER,Master,Líder
UI_GROUPSEARCH_LEVEL,Level,Nivel
UI_GROUPSEARCH_MEMBERS,Members,Miembros
UI_GROUPSEARCH_BUFFS,Buffs,Buffs
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,Nivel del Líder
UI_GROUPSEARCH_LEADERNAME,Leader Name,Nombre del Líder
UI_GROUPSEARCH_MASTERLEVEL,Master Level,Nivel del Líder
UI_GROUPSEARCH_MASTERNAME,Master Name,Nombre del Líder
UI_GROUPSEARCH_ALL,All,Todo
UI_GROUPSEARCH_FRIENDS,Friend Leaders,Líderes Amigos
UI_GROUPSEARCH_STRANGERS,Stranger Leaders,Líderes Desconocidos
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,Líderes Amigos
UI_GROUPSEARCH_MASTERSTRANGERS,Stranger Masters,Líderes Desconocidos
UI_GROUPSEARCH_JOIN,Join,Unirse
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the Leader,Tu petición la debe aprobar el Líder
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the Master,Tu petición la debe de aprobar el Líder
UI_PARTY_JOINQUESTION,%s wants to join your party. Do you accept?,%s se quiere unir a tu party. ¿Aceptas?
UI_GUILD_SEARCHNOTICE,Search Notice,Aviso de Búsqueda
UI_GUILD_SEARCHNOTICE_TIP,Setup the notice in Guild Search.,Configura el aviso en la Búsqueda de Guild.
UI_DAMAGEMETER_RESET,Reset Damage Statistics,Resetear Estadísticas de Daño
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,Estadísticas de Daño %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,Volar: No
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,Mostrar/Ocultar Estadísticas de Daño
UI_SHOP_QUICK_SELL,Quick Sell,Venta Rápida
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,Vende rápidamente una categoría de objetos.
UI_SHOP_BUY_BACK,Buy Back,Recomprar
UI_SHOP_BUY_BACK_TIP,Purchase back items that you recently sold by mistake.,Compra de vuelta objetos que has vendido recientemente por error.
UI_SHOP_QUICK_SELL_CONFIRM,Sell,Vender
UI_SHOP_QUICK_SELL_TOTAL,Total:,Total:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,≤ Poco Común
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,≤ Raro
UI_SHOP_QUICK_SELL_FOOD,Food,Comida
UI_SHOP_QUICK_SELL_POTION,Potion,Poción
UI_SHOP_BACK_TITLE,Buy back item,Recomprar objeto
UI_SHOP_BACK_CONFIRM,Do you want to purchase back the item for %s penya?,¿Quieres recomprar el objeto por %s penya?
UI_TOOLTIP_BOWRANGE,Bow Range,Rango del Arco
UI_TOOLTIP_SKILLUP,Skill Damage,Daño de Habilidad
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,1v1 Daño de Habilidad
UI_TOOLTIP_HEALUP,Healing,Curación
UI_TOOLTIP_SKILLRANGE,Skill Range,Skill Range
UI_MAP_MENU,Menu,Menú
UI_MAP_MENU_TIP,Hide/Show the menu,Ocultar/Mostrar el menú
UI_TOOLTIP_RESTOREUP,HP Restoration,Restauración HP
UI_OPTION_FRAMERATE,FPS,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second,Fotogramas Por Segundo
UI_OPTION_FRAMERATE_SYNC,VSync,VSync
UI_WORLD_FLY_EQUIP,Fly,Volar
UI_WORLD_FLY_UNEQUIP,Land,Tierra
UI_WORLD_PARTY,Party x%d,Party x%d
UI_WORLD_BUFF,Buff x%d,Buff x%d
UI_QUESTGOAL_MOBILE,Quest,Quest
UI_INPUT_NUMBER,Input a number,Introduce un número
UI_SKILL_CLOSED,Closed,Cerrado
UI_SKILL_POINT_COST,Point Cost,Coste de Puntos
UI_SKILL_ADD_COMBO,Add to Combo,Añadir al Combo
UI_SKILL_COMBO,Combo Bar,Barra de Combo
UI_CASHSHOP_PENYA_ONLY,Penya Only,Solo Penya
UI_CASHSHOP_PENYA,Penya,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP),Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,Este objeto no se puede comerciar ni vender.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,Esta compra no es un artículo.
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,Resistencia Crítica
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,Reducción de Daño PvP
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,Reducción de Daño PvE
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,Resistencia Mágica
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,Daño PvP
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,Daño PvE
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Daño Asalraalaikum
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,Cantidad de vidas: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,Cancelar Buff
UI_BUFF_REMOVE_QUESTION,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.,¿Seguro que quieres eliminar el Buff #b%s#nb? No podrás deshacer esta acción.
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PVP),Daño Reflejado: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PVP),Probabilidad de Aturdir (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PVE),Probabilidad de Aturdir (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,Probabilidad de Envenenar
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,Probabilidad de Robar HP
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Steal MP Probability
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Steal FP Probability
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,Probabilidad de Sangrado
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,HP Miembros de Party
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,DoT Tick: %s Segundos
UI_TOOLTIP_MAXHIT,Max Targets: %d,Max Targets: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PVP),Max Targets: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,Tienda
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,Abrir una Tienda Personal
UI_PRIVATE_SHOP_VENDOR,Vendor,Vendedor
UI_PRIVATE_SHOP_VENDOR_TIP,Create a Vendor that will sell your items for you,Crea un Vendedor que vende tus objetos por tí
UI_PRIVATE_SHOP_VENDOR_OPEN,Will you create a vendor?,¿Creas un Vendedor?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,Skin del Vendedor:
UI_TIMEINFO_TITLE,Info,Info
UI_TIMEINFO_SERVER,Current Server,Servidor Actual
UI_TIMEINFO_TIME,Current Time,Hora Actual
UI_TIMEINFO_CONNECTION,Connection Time,Tiempo de Conexión
UI_TIMEINFO_SESSION,Session Duration,Duración de la Sesión
UI_CHAT_TITLE,Chat,Chat
UI_CHAT_FILTERS,Filters,Filtros
UI_CHAT_VIEW_LANGUAGES,View Languages,Ver Idiomas
UI_CHAT_YOUR_LANGUAGE,Your Language,Tu Idioma
UI_INVENTORY_CONVERT_SOULLINK,Convert soul link,Convertir enlace de alma
UI_INVENTORY_PUTCHAT,Link in Chat,Enlace al Chat
UI_INVENTORY_LOCK,Mark Favorite,Marcar como Favorito
UI_INVENTORY_UNLOCK,Unmark Favorite,Desmarcar como Favorito
UI_APP_EXTRABAG_TIP,Opens a second view of your inventory.,Abre una segunda vista de tu inventario.
UI_INVENTORY_TAB_ALL,All,Todo
UI_INVENTORY_TAB_GENERAL,General,General
UI_INVENTORY_TAB_PET,Pet,Mascotas
UI_INVENTORY_TAB_CLOTH,Cloth,Ropa
UI_INVENTORY_TAB_QUEST,Quest,Misión
UI_INVENTORY_DROP,Drop,Soltar
UI_INVENTORY_DELETE_BTN,Delete,Borrar
UI_INVENTORY_ACTION_USE,Use,Usar
UI_INVENTORY_ACTION_EQUIP,Equip,Equipar
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPC.,No se puede vender al NPC.
UI_UPGRADE_PROB,Success: #b%s#nb,Éxito: #b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders,Sombras Avanzadas
UI_OPTION_BLOOM,Bloom,Floración
UI_OPTION_DOF,Depth of Field,Profundidad del Campo
UI_OPTION_SSAO,SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light,Volumetric Light
UI_OPTION_WATERQUALITY,Water Quality,Calidad del Agua
UI_OPTION_WATERQUALITY_TIP,Changes reflection quality and resolution.,Cambia la calidad y resolución del reflejo.
UI_OPTION_BLOOMQUALITY,Bloom Quality,Calidad de Floración
UI_OPTION_BLOOMQUALITY_TIP,Changes blur size and intensity of the bloom.,Cambia el tamaño del desenfoque y la intensidad de la floración.
UI_OPTION_COLORBLIND,Colorblind Mode,Modo Daltónico
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.,Cambia el modo de filtro daltónico.
UI_OPTION_CAMERAFOCUS,Camera Focus,Enfoque de Cámara
UI_OPTION_CAMERAFOCUSINFO,Toggles the automatic camera zoom and focus when interacting with objects and NPCs.,Alterna el zoom y el enfoque automático de la cámara al interactuar con objetos y NPCs.
UI_MESSAGE_TIME,%s Ago,Hace %s
UI_MESSAGE_CLEAR,Clear messages,Borrar mensajes
UI_INSTANTMSG_TITLE_TIP,Manage your Messages,Gestiona tus Mensajes
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb,#b[Antes de los Cambios de Estadísticas]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb,#b[Después de los Cambios de Estadísticas]#nb
UI_CHARINFO_PARAM_BASE,From Stats:,De las Estadísticas:
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:,De los Buffs y Equipamiento:
UI_WORLD_COMBO,COMBO,COMBO
UI_BOUNTYINPUT_TITLE,Register Bounty,Registrar Cacería
UI_BOUNTYINPUT_HEADER,"Are you sure you want to register a bounty? (It will be visible in the bounty list, min. reward %s Penya)","¿Seguro que quieres registrar una cacería? (Será visible en la lista de cacerías, min. recompensa %s Penya)"
UI_BOUNTYINPUT_CONFIRM,Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? This cannot be undone.,¿Seguro que quieres registrar una cacería de #b%s Penya#nb en #b%s#nb? Esto no se puede deshacer.
UI_BOUNTYINPUT_REGISTER,Register,Registrar
UI_BOUNTYINPUT_FEE,+ %s%% Fee,+ %s%% Cuota
UI_BOUNTYINPUT_TOTAL,%s Penya,%s Penya
UI_BOUNTYINPUT_LABEL_NAME,Bounty,Cacería
UI_BOUNTYINPUT_LABEL_DURATION,Duration,Duración
UI_BOUNTYINPUT_LABEL_REWARD,Reward,Reward
UI_BOUNTYINPUT_LABEL_TOTAL,Total,Total
UI_BOUNTYINPUT_LABEL_COMMENT,Comment,Comentario
UI_BOUNTYLIST_TITLE,Bounty List,Lista de Cacerías
UI_BOUNTYLIST_HEADER_NAME,Name,Nombre
UI_BOUNTYLIST_HEADER_LEVEL,Level,Nivel
UI_BOUNTYLIST_HEADER_REWARD,Reward,Recompensa
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left,Tiempo restante
UI_BOUNTYLIST_HEADER_COMMENT,Comment,Comentario
UI_BOUNTYPOS_TITLE,Bounty Position,Posición de la Cacería
UI_BOUNTYPOS_FEE,Are you sure you want to pay %s Penya to see %s's position?,¿Seguro que quieres pagar %s Penya para ver la posición de %s?
UI_APP_GACHA_TIP,Displays the Gacha Menu.,Mostrar el Menú Gacha.
UI_GACHA_TITLE,Gacha,Gacha
UI_GACHA_OPEN,Open,Abrir
UI_GACHA_QUANTITY_MAX,Max,Máx
UI_GACHA_RESET,Reset,Reset
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot.","Arrastra y suelta un paquete de artículos, una caja regalo, una caja Gacha o un paquete de vivienda en el hueco."
UI_GACHA_DESC_ITEMPACK,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.,"Al abrir la caja, recibirás #btodos#nb los objetos que se enumeran a continuación. Puedes abrir varias cajas seguidas."
UI_GACHA_DESC_GIFTBOX,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.,"Al abrir la caja, recibirás #buno#nb de los objetos que se enumeran a continuación según las probabilidades. Puedes abrir varias cajas seguidas."
UI_GACHA_DESC_GACHA,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.,"Al abrir el gacha, recibirás #buno#nb de los objetos que se enumeran a continuación. Una vez que se ha recibido un objeto, se elimina del gacha. Puedes abrir varios gachas seguidos. Si abres suficientes gachas, está #bgarantizado#nb que conseguirás #btodos#nb los objetos que se enumeran a continuación. Después se reiniciará el gacha."
UI_GACHA_DESC_RESET,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.,Si lo deseas también puedes #b reiniciar el gacha voluntariamente#nb a partir de %d aperturas.
UI_GACHA_DESC_RESET_MAX,"If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d.","Si lo deseas, también puedes restablecer #bvoluntariamente el gacha#nb a partir de %d aperturas, por un tiempo máximo de %d."
UI_GACHA_DESC_GLOBAL,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.,"Al abrir el gacha, recibirás #buno#nb de los objetos que se enumeran a continuación. Una vez que se ha recibido un objeto, se elimina del gacha. Puedes abrir varios gachas seguidos. Este gacha se comparte entre #btodos los jugadores#nb y el último en abrirlo consigue el objeto a continuación. Después se reiniciará el gacha."
UI_GACHA_DESC_INFO,For more information please check our General Sales Conditions in the Cash Shop.,Para más información por favor consulta nuestras Condiciones Generales de Venta en la Tienda Premium.
UI_GACHA_LASTITEM,Last item,Último objeto
UI_GACHA_PREVIEW,PREVIEW,PREVISUALIZAR
UI_GACHA_SOLDOUT,Sold out,Agotado
UI_WELCOME_MSG,Welcome to the world of		\nFlyff Online!,¡Bienvenido al mundo de		\nFlyff Online!
UI_WELCOME_BTN,Let's go!,¡Vamos!
UI_TUTORIAL_MSG,Do you want the tutorial?,Do you want the tutorial?
UI_TOOLTIP_DST_INCOMINGDMG,Incoming Damage,Daño Entrante
UI_TOOLTIP_DST_DMGOFFLOADING,Damage Redirection,Redirección de Daños
UI_TOOLTIP_DST_INCOMINGHEALING,Incoming Healing,Curación Entrante
UI_TOOLTIP_ELEMENT,Element: %s,Elemento: %s
UI_APP_BOT_TIP,Bot Simulation,Simulación de Bot
UI_TOOLTIP_DST_EXP,Monster Exp,Exp de Monstruo
UI_TOOLTIP_DST_ITEM_DROPRATE,Item Drop Rate,Tasa de Caída de Objetos
UI_TOOLTIP_DST_AUTO_RECOVERY_FP,Auto Attack FP Recovery,Recuperación de FP por Auto Ataque
UI_TOOLTIP_DST_AUTOHP,HP Recovery %d%% Below %d%%,Recuperación de HP %d%% por Debajo de %d%%
UI_OPTION_MYNAME,My Name,Mi Nombre
UI_OPTION_OTHERNAME,Others Name,Otros Nombres
UI_OPTION_NPCNAME,NPCs Name,Nombres NPC
UI_TOOLTIP_DST_RECOVERY_EXP,Exp Lost,Exp Perdida
UI_GUILD_NAME_COLOR,Guild Name Color,Color del Nombre de Guild
UI_TOOLTIP_DST_SPIRIT_STRIKE,Spirit Strike,Golpe de Espíritu
UI_TOOLTIP_DST_STEAL_FP_DMG,Steal FP,Robo de FP
UI_OPTION_PROVISIONAL_HP,HP Bar Damage History,Historial de daño de la Barra de HP
UI_TOOLTIP_DST_SKILL_AWAKE,%s Damage+%d%%,%s Daño+%d%%
UI_LEVELDOWN_CANCEL_TITLE,Remove Level Reduction,Cancelar Reducción
UI_MSGBOX_CONFIRM,Confirm,Confirmar
UI_CHANGECHAR_TITLE,Change Character,Cambiar de Personaje
UI_CHANGECHAR_MSG,Select character and channel:,Selecciona personaje y canal:
UI_CHARINFO_EXPRATE,Exp Rate,Tasa de Exp
UI_CHARINFO_EXPRATE_TIP,Your personal Exp rate. Does not include server and event rates.,Tu tasa de Exp personal. No incluye la del servidor ni la de eventos.
UI_TOOLTIP_ITEM_BINDING,Binding,Atar
UI_TOOLTIP_ITEM_BINDING_DESC,This material makes the target item Soul-Bound.,Este material hace que tu objeto quede Atado al Alma.
UI_BINDING_NOTICE,#cffff0000This operation will bind the item to your character. You can cancel with a Scroll of Unbinding.#nc,#cffff0000 Está operación atará el objeto a tu personaje. Lo puedes cancelar con un Pergamino de Desatar.#nc
UI_BINDING_MESSAGE,This item is now bound to your character.,El objeto ha quedado atado a tu personaje.
UI_TOOLTIP_ITEM_BOUND,[Soul-Bound],[Atado al Alma]
UI_TOOLTIP_ITEM_BOUND_DESC,Can be unbound.,Se puede desatar.
UI_BINDING_TITLE,Binding,Atar
UI_BINDING_CONFIRM,Do you want to continue?,¿Quieres continuar?
UI_UNBINDING_TITLE,Unbinding,Desatar
UI_UNBINDING_MSG_TITLE,Confirm Unbinding,Confirmar Desatado
UI_UNBINDING_MSG,Do you confirm the removal of #ball item improvements#nb to unbind the item?,¿Confirmas la eliminación de #btodas las mejoras del objeto#nb para desatarlo?
UI_UNBINDING_LABEL,Place an item in the slot below:,Coloca un objeto en el hueco a continuación:
UI_ELEMENT_CHANGE_SLOT,Place an item here to change it's elemental attribute.,Coloca un objeto aquí para cambiar su atributo elemental.
UI_ELEMENT_CHANGE_TIP,Change to %s Element,Cambiar a Elemento %s
UI_EXPSTOP_RELOAD,Reload,Recargar
UI_EXPSTOP_BTN,Lock Exp,Bloqueo de Exp
UI_EXPSTOP_BTN_TIP,Stop gaining experience from killed monsters. You still get experience from quests.,Detiene la ganancia de Exp al derrotar monstruos. Seguirás consiguiendo Exp de las misiones.
UI_EXPSTOP_RELOAD_TITLE,Exp Lock Reload,Recargar Bloqueo de Exp
UI_EXPSTOP_RELOAD_MSG,"You can stop gaining experience, the price is #b%d Penya#nb per monster killed to reload the gauge. How many monsters do you want to kill?","Puedes dejar de ganar Exp, el precio es de #b%d Penya#nb por monstruo derrotado para rellenar el indicador. ¿Cuantos monstruos quieres derrotar?"
