Key,English,Thai
CLIENT_HELP_INC_000424,Holycross,Holycross
CLIENT_HELP_INC_000425,The enemy will take double damage.,ศัตรูจะได้รับความเสียหายสองเท่า
CLIENT_HELP_INC_000426,Spiriture Fortune,Spiriture Fortune
CLIENT_HELP_INC_000427,Greatly increases your physical attack power for a period of time.,เพิ่มพลังโจมตีระยะประชิดของตัวละครอย่างมากเป็นระยะเวลาหนึ่ง
CLIENT_HELP_INC_000428,Gebura Tiphreth,Gebura Tiphreth
CLIENT_HELP_INC_000429,"Increases accuracy, attack speed and attack power for all party members within range.",เพิ่มความแม่นยำ ความเร็วโจมตี และพลังโจมตีให้กับสมาชิกในปาร์ตี้ทุกคนที่อยู่ในระยะใกล้ๆ
CLIENT_HELP_INC_000430,Gvur Tialla,Gvur Tialla
CLIENT_HELP_INC_000431,Cleanses any abnormal conditions.,ลบล้างสถานะผิดปกติทุกชนิดออกไป
CLIENT_HELP_INC_000432,Heal Rain,Heal Rain
CLIENT_HELP_INC_000433,Recovers a large amount of HP for all party members.,ฟื้นฟู HP จำนวนมากสำหรับสมาชิกในปาร์ตี้ทั้งหมด
CLIENT_HELP_INC_000434,Merkaba Hanzelrusha,Merkaba Hanzelrusha
CLIENT_HELP_INC_000435,Deals damage over time to all enemies in a certain area.,สร้างเขตแดนศักดิ์สิทธิ์บนพื้น สร้างความเสียหายให้กับศัตรูทุกตัวในพื้นที่และเสียพลังไปเรื่อยๆ
CLIENT_HELP_INC_000436,Billposter,Billposter
CLIENT_HELP_INC_000437,"The second job class for Assists, they use a knuckle hammer like Assists. They specialize in Critical attacks but have a slower attack speed.",อาชีพคลาสที่สองสำหรับ Assists พวกเขาใช้หมัดเป็นอาวุธ เช่น Knuckles / Shields พวกเขาเชี่ยวชาญในการโจมตี แต่มีความเร็วในการโจมตีช้า
CLIENT_HELP_INC_000438,Belial Smashing,Belial Smashing
CLIENT_HELP_INC_000439,A skill that delivers one powerful dashing punch.,รวมพลังที่หมัดแล้วพุ่งเข้าโจมตี
CLIENT_HELP_INC_000440,Blood Fist,Blood Fist
CLIENT_HELP_INC_000441,"Strikes the enemy, making it bleed. Bleeding causes additional damage over time.",ใช้หมัดกระแทกเป้าหมายให้กระอักเลือด เป้าหมายที่กระอักเลือดจะสูญเสีย HP เรื่อยๆ
CLIENT_HELP_INC_000442,Piercing Serpent,Piercing Serpent
CLIENT_HELP_INC_000443,"Dashes forward with a burning fist, striking the enemy.",รวมพลังสร้างเปลวไฟที่หมัดแล้วพุ่งเข้าโจมตี
CLIENT_HELP_INC_000444,Asmodeus,Asmodeus
CLIENT_HELP_INC_000445,Increases the attack power bonus of knuckles.,เพิ่มพลังโจมตี
CLIENT_HELP_INC_000446,Baraqijal Esna,Baraqijal Esna
CLIENT_HELP_INC_000447,"When the skill works, it reduces the monsters defense and increases the monsters attack power.",เมื่อสกิลทำงาน มันจะลดการป้องกันของมอนสเตอร์ และเพิ่มพลังโจมตีของมอนสเตอร์
CLIENT_HELP_INC_000448,Grvub Tialbold,Grvub Tialbold
CLIENT_HELP_INC_000449,An energy wave deals damage to all monsters around the caster.,คลื่นพลังงานก่อให้เกิดความเสียหายแก่มอนสเตอร์ทั้งหมดที่อยู่รอบๆ
CLIENT_HELP_INC_000450,Sonic Hand,Sonic Hand
CLIENT_HELP_INC_000451,Uses a knuckle hammer to strike with deadly speed.,โจมตีเป้าหมายด้วยความเร็วสูงสุด
CLIENT_HELP_INC_000452,Asalraalaikum,Asalraalaikum
CLIENT_HELP_INC_000453,"Strikes the enemy with concentrated power, consumes all MP.",ใช้ MP ที่มีอยู่ทั้งหมดโจมตีศัตรูด้วยพลังที่รุนแรง
CLIENT_HELP_INC_000454,Elementor,Elementor
CLIENT_HELP_INC_000455,"The first job class for Magicians, they use staves like Magicians. They specialize in magic effecting large numbers of enemies at once.",อาชีพแรกสำหรับ Magician พวกเขาใช้ไม้เท้าเป็นอาวุธ พวกเขาเชี่ยวชาญในเวทมนตร์ที่มีผลต่อศัตรูจำนวนมาก
CLIENT_HELP_INC_000456,Firebird,Firebird
CLIENT_HELP_INC_000457,A fireball strikes the enemy.,โจมตีด้วยลูกไฟใส่ศัตรู
CLIENT_HELP_INC_000458,Burning Field,Burning Field
CLIENT_HELP_INC_000459,Sheets of flame burn the enemy for a period of time.,สร้างทะเลเพลิงโจมตีเป้าหมายที่อยู่ในบริเวณระยะเวลาหนึ่ง
CLIENT_HELP_INC_000460,Fire Mastery,Fire Mastery
CLIENT_HELP_INC_000461,Increases damage done by fire skills.,เพิ่มพลังโจมตีให้กับสกิลธาตุไฟ
CLIENT_HELP_INC_000462,Stone Spear,Stone Spear
CLIENT_HELP_INC_000463,A spear made of rock strikes the enemy.,โจมตีเป้าหมายด้วยหอกหินอันแหลมคม
CLIENT_HELP_INC_000464,Earthquake,Earthquake
CLIENT_HELP_INC_000465,Make a huge earthquake which deals a large amount of damage.,ทำให้เกิดแผ่นดินไหวขนาดใหญ่ซึ่งก่อให้เกิดความเสียหายเป็นจำนวนมาก
